|id|created_at|name|followers_count|favorite_count|retweet_count|flag|full_text|label
355|1113506029503950850|2019-04-03 18:18:20|notasdeactual|11298|0|0|Kirchner|El Tribunal Oral Federal 8 que trabaja en el caso #Hotesur, le permite a la hija de la ex Presidente a seguir con su tratamiento en el exterior, pero sigue vigente otra resolucion que la obliga a regresar mañana a la Argentina. |neutral
356|1113505986923438080|2019-04-03 18:18:09|secretmont|152|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
357|1113505915918065665|2019-04-03 18:17:52|Valeriafarmac|1164|0|241|Kirchner|RT @Gregoriodalbon: Cuneo Libarona reconoce la persecucion a Florencia Kirchner  via @NotiPortal|positive
358|1113505876357283842|2019-04-03 18:17:43|Hernito77|483|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
359|1113505865615716352|2019-04-03 18:17:40|DevastadorK|3283|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
360|1113505757230772226|2019-04-03 18:17:15|Lucas_allbo|113|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
361|1113505753359364096|2019-04-03 18:17:14|Gonzogoman|900|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
362|1113505751056699392|2019-04-03 18:17:13|Sordoperonista|902|0|8|Kirchner|"RT @Ag93Renzo: Dady Brieva: ""Cristina Fernandez de Kirchner es la que mas mide, la mejor en la Seleccion Argentina...""  ""Mauricio Macri gano…"|neutral
363|1113505715405168645|2019-04-03 18:17:05|ajarquiktecta|26|0|1|Kirchner|RT @Irlandes1973: ☝️Hagan lo que quieran, muchachos, no paguen la patente, cuelguense de la luz, a cara de piedra y que todo les chupe un h…|positive
364|1113505707465281537|2019-04-03 18:17:03|cbeatrisgon|147|0|0|Kirchner|Y FLORENCIA KIRCHNER, CUANDO VUELVE?  Y SAMID DONDE ESTA?  RT POR FAVOR, A VER SI LOS JUECES INCOMPETENTES QUE TENEMOS SE DAN POR ENTERADOS QUE SE WSTAN ESCAPANDO!!!|negative
365|1113505682588880896|2019-04-03 18:16:57|olipatice|152|0|7|Kirchner|RT @dsantoro59: Otro Tribunal Oral autorizo a Florencia Kirchner a quedarse en Cuba hasta el 15 de abril, pero este jueves vence un plazo p…|neutral
366|1113505680852492290|2019-04-03 18:16:56|11marshall|46|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
367|1113505628071374848|2019-04-03 18:16:44|nelidacristinad|37|0|49|Kirchner|RT @FernandezAnibal: |positive
368|1113505603647885315|2019-04-03 18:16:38|periodista360|6479|0|0|Kirchner|#Hotesur: autorizan que Florencia Kirchner se quede en Cuba hasta el 15 de abril. |neutral
369|1113505587101413377|2019-04-03 18:16:34|Eulalia23772929|89|0|5|Kirchner|RT @Fukumen_Resa: El TOF N°5 JUSTICIA LEGITIMA ES RESPONSABLE POR LA FUGA DE LORENCIA KIRCHNER, MAS AUN, ES COMPLICE @CorteSupremaAR @germa…|positive
370|1113505573255958529|2019-04-03 18:16:31|Silvio66145152|58|0|74|Kirchner|RT @arilijalad: “Aca hay una forma de apriete. Te piden tirar mierda para arriba. Declara como arrepentido y te vas a tu casa mañana”, cont…|neutral
371|1113505568789028864|2019-04-03 18:16:30|UnidadCNacional|186|0|0|Kirchner|"Compañeros, por favor sigan esta cuenta: @lucheyvuelve1g1 es una cuenta nueva del ""Ateneo Nestor Kirchner"" de Unidad Ciudadana en Vicente Lopez. Se agradece la difusion."|neutral
372|1113505557569257478|2019-04-03 18:16:27|MabelMarzal|105|0|0|Kirchner|No te pierdas esta noticia Un tribunal habilito a Florencia Kirchner a quedarse en Cuba  a traves de @filonewsOK|neutral
373|1113505530541166593|2019-04-03 18:16:21|manufa1955|179|0|0|Kirchner|Patricia Bullrich le pagaba $200 mil mensuales a Fariña para difamar a Cristina Kirchner |neutral
374|1113505463793008640|2019-04-03 18:16:05|MaraInsYoung2|155|0|97|Kirchner|RT @santosjorgeh: Vivi una experiencia psiquiatrica: Escuche 5 minutos el programa de Sylvestre en Radio 10. La esquizofrenia relata que la…|negative
375|1113505411456544769|2019-04-03 18:15:52|MirtaBoedo|202|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
376|1113505405999755265|2019-04-03 18:15:51|eogallo|901|0|241|Kirchner|RT @Gregoriodalbon: Cuneo Libarona reconoce la persecucion a Florencia Kirchner  via @NotiPortal|positive
377|1113505365952532480|2019-04-03 18:15:41|pcampusano8111|4310|0|33|Kirchner|RT @Victori31014324: ¿Losteau Candidato?  Viernes 29 de febrero de 2008 Guillermo Moreno le presento a Nestor Kirchner la idea de imponer a…|negative
378|1113505325154557952|2019-04-03 18:15:32|Sebast56789|720|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
379|1113505318326165505|2019-04-03 18:15:30|linaria_apo|50|0|97|Kirchner|RT @santosjorgeh: Vivi una experiencia psiquiatrica: Escuche 5 minutos el programa de Sylvestre en Radio 10. La esquizofrenia relata que la…|negative
380|1113505297711206402|2019-04-03 18:15:25|RGuer16|75|0|23|Kirchner|RT @claudiosavoia: La defensa de Florencia Kirchner debe presentar este miercoles a la Justicia la historia clinica completa de su clienta…|neutral
381|1113505259593375746|2019-04-03 18:15:16|EtcheTatina|89|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
382|1113505251242455041|2019-04-03 18:15:14|AliadnyE|25|0|199|Kirchner|RT @P_droMenezes: Procure dados da Venezuela chavista ou da Argentina de Kirchner e não encontrara boa parte dos mais importantes. Ambos ce…|neutral
383|1113505192207630337|2019-04-03 18:15:00|SomosJujuy|4412|0|0|Kirchner|#Argentina Otro tribunal que juzga a Florencia Kirchner la autorizo a quedarse en Cuba hasta el 15 de abril   |neutral
384|1113505141485965312|2019-04-03 18:14:48|cba24ntv|137468|0|0|Kirchner|Dos resoluciones judiciales difieren sobre el regreso de Florencia Kirchner     |neutral
385|1113505114650755073|2019-04-03 18:14:41|elbertiginoso|5292|0|0|Kirchner|¿y saben para que es todo esto?.para que Florencia Kirchner no vaya a la carcel.|negative
386|1113505102437015558|2019-04-03 18:14:39|TejedajeJorge|211|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
387|1113505085571633153|2019-04-03 18:14:34|Sra_Keyla|564|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
388|1113505063404736513|2019-04-03 18:14:29|Sonia_Ftn|4196|0|11|Kirchner|RT @Andres84752889: Este viejo con cara de angel es quien quiere poner preso a Florencia Kirchner bajo la orden del gobierno de Macri 👇👇✌️…|neutral
389|1113505014234980354|2019-04-03 18:14:17|laacademiaradio|1126|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
390|1113504984409280514|2019-04-03 18:14:10|APerelindo|231|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
391|1113504977702531072|2019-04-03 18:14:09|EduardoPaladini|1734|1|0|Kirchner|El TOF 5, que autorizo a Florencia Kirchner a quedarse hasta el 4/4 en Cuba, le mando al TOF 2 su causa, pero este lo rechazo, mientras el TOF 8, que podria unificar su causa con el TOF 5, le permite quedarse hasta el 15/4. Esta clarisimo.   |positive
392|1113504960631668737|2019-04-03 18:14:05|Antikorrupto|1602|3|1|Kirchner|Florencia Kirchner derrumbo el mito de que la medicina cubana es buena: No la pueden curar.  Todo lo que tocan rompen. Todo.  #BuenMiercoles|positive
393|1113504950498279424|2019-04-03 18:14:02|gerximenamc|10688|0|140|Kirchner|RT @motoreco_ok: La brillante periodista Stella Calloni le ha enviado una carta abierta a la ex presidenta, Cristina Fernandez de Kirchner…|neutral
394|1113504920844546048|2019-04-03 18:13:55|Cecilia0001|1095|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
395|1113504894827282433|2019-04-03 18:13:49|Graciel98334939|65|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
396|1113504870273822720|2019-04-03 18:13:43|Quiquequenchi85|629|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
397|1113504832793522176|2019-04-03 18:13:34|marcoatoniook5|481|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
398|1113504809884241920|2019-04-03 18:13:29|MartaGracielaG|264|0|13|Kirchner|RT @claudiosavoia: Otro Tribunal Oral autorizo a Florencia Kirchner a quedarse en Cuba hasta el 15 de abril, pero este jueves vence un plaz…|neutral
399|1113504789650968578|2019-04-03 18:13:24|Guillermo_M_65|32|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
400|1113504744734101505|2019-04-03 18:13:13|Jorgibosteroyk|128|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
401|1113504688387821568|2019-04-03 18:13:00|ReyTarantulas|185|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
402|1113504674391437313|2019-04-03 18:12:56|MGoguiGonzalez|208|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
403|1113504652719312896|2019-04-03 18:12:51|Kouk1424|8922|6|4|Kirchner|Por las dudas que vaya preso, el abogado de Samid, ya adelanto que sufre varias patologias!!  Ya sabes, si no se te ocurre RECUSAR al Juez como los Kirchner... podes recurrir a las enfermedades!  😡😡|negative
404|1113504652547579904|2019-04-03 18:12:51|cheadmdq|238|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
405|1113504621333491712|2019-04-03 18:12:44|EmanuelBreiten1|27|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
406|1113504590736035840|2019-04-03 18:12:37|rubenquemero|441|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
407|1113504584843112449|2019-04-03 18:12:35|niaraalis|2636|0|33|Kirchner|RT @Victori31014324: ¿Losteau Candidato?  Viernes 29 de febrero de 2008 Guillermo Moreno le presento a Nestor Kirchner la idea de imponer a…|negative
408|1113504575045210112|2019-04-03 18:12:33|Griceld21357205|37|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
409|1113504574499971072|2019-04-03 18:12:33|NachoPlatas|7003|0|0|Kirchner|"""El sector estaba mejor con Cristina Kirchner"" "|neutral
410|1113504539716521987|2019-04-03 18:12:24|PrimiciaVirtual|1695|0|0|Kirchner|El TOF 8 le dio permiso a la hija de la ex senadora para extender su estadia en ese pais. |neutral
411|1113504500067840002|2019-04-03 18:12:15|cbeatrisgon|147|1|1|Kirchner|@victorfyt @Diazmassarafede S/S.  S/D.  UD ES UN SERVIDOR PUBLICO, LE REQUIERO DE EXPLICACIONES DE LO ACONTECIDO CON EL SR. SAMID.  O SE FUGO CON ASILO POLITICO AL PAIS DIRIGIDO POR OTRO DICTADOR, HACIENDOLE COMPAÑIA A LA SRA FLORENCIA KIRCHNER?????  UDS SON RESPONSABLES.  PROVEER DE CONFORMIDAD SERA JUSTICIA.|positive
412|1113504488076251136|2019-04-03 18:12:12|campoopinion|1088|0|241|Kirchner|RT @Gregoriodalbon: Cuneo Libarona reconoce la persecucion a Florencia Kirchner  via @NotiPortal|positive
413|1113504478689419265|2019-04-03 18:12:10|LilianAvero2|513|0|853|Kirchner|RT @eldestapeweb: Cristina Kirchner aplasta a Macri en el conurbano bonaerense, segun una nueva encuesta    |neutral
414|1113504437589479426|2019-04-03 18:12:00|COOLiHDcom|9095|0|0|Kirchner|Otro tribunal autorizo a Florencia Kirchner a quedarse en Cuba hasta el 15 de abril  |neutral
415|1113504429263736833|2019-04-03 18:11:58|pablitokemero|317|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
416|1113504411962179584|2019-04-03 18:11:54|48Clau50|1723|0|136|Kirchner|"RT @FernandezAnibal: ""Imperdible: Dady Brieva deliro en vivo a Nicolas Wiñazki""  Durante un movil con TN, cuando el periodista le saco el te…"|positive
417|1113504329061806081|2019-04-03 18:11:34|alitapaz|3963|0|6|Kirchner|RT @Ambitocom: #FlorenciaKirchner : tribunal a cargo de causa #Hotesur la autoriza a seguir en #Cuba    Mira hasta cuando: |neutral
418|1113504275299209224|2019-04-03 18:11:21|jjcc1965|97|0|0|Kirchner|Florencia Kirchner: tribunal a cargo de causa Hotesur la autoriza a seguir en Cuba hasta el 15 de abril  via @Ambitocom|neutral
419|1113504254327775232|2019-04-03 18:11:16|andresranelli|212|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
420|1113504211021516801|2019-04-03 18:11:06|Tschapire|710|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
421|1113504195934674944|2019-04-03 18:11:02|susitgr|2222|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
422|1113504187931877376|2019-04-03 18:11:00|GsalgadoGladys|97|0|2|Kirchner|"RT @AgenciaTelam: Felipe Sola lamento que se tomen como ""pelea personal"" decisiones judiciales sobre Florencia Kirchner "|negative
423|1113504170563264513|2019-04-03 18:10:56|elavisponred|3317|0|0|Kirchner|@infobae Este era el jefe de gabinete de Cristina Kirchner?|neutral
424|1113504093295845378|2019-04-03 18:10:38|rauldonatto|858|0|11|Kirchner|RT @Andres84752889: Este viejo con cara de angel es quien quiere poner preso a Florencia Kirchner bajo la orden del gobierno de Macri 👇👇✌️…|neutral
425|1113504068020908032|2019-04-03 18:10:32|kmi1000|318|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
426|1113504056675315714|2019-04-03 18:10:29|THE_NOTTE|364|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
427|1113504048844627979|2019-04-03 18:10:27|MariaceOt|222|0|47|Kirchner|RT @MarianaAyra1: 6 años de director de Anses  1  año jefe gabinete  4 años de intendente  11 años junto a los Kirchner y nunca presento uma d…|neutral
428|1113504037742239746|2019-04-03 18:10:25|GuiarDesire|921|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
429|1113503989583286273|2019-04-03 18:10:13|Olgalujan6|3836|0|372|Kirchner|RT @jesusleguiza: Porque tanto bardo ahora ?    Como dejaron el indice de pobreza cuando terminaron sus Presidencias:    Alfonsin:       39,8 o…|negative
430|1113503986924118017|2019-04-03 18:10:13|Kouk1424|8922|5|4|Kirchner|"Si algun dia te acusan de ""enriquecimiento ilicito"" ya sabes, hace como los Kirchner.... en lugar de demostrar tu inocencia RECUSA al Juez!  🙄🤦‍♀️"|positive
431|1113503873430368256|2019-04-03 18:09:45|urquiza_lili|55|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
432|1113503848189054977|2019-04-03 18:09:39|negroaraoz|449|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
433|1113503840505143302|2019-04-03 18:09:38|crisbritosc|99|0|241|Kirchner|RT @Gregoriodalbon: Cuneo Libarona reconoce la persecucion a Florencia Kirchner  via @NotiPortal|positive
434|1113503838743420928|2019-04-03 18:09:37|Roland_009|928|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
435|1113503803163254784|2019-04-03 18:09:29|Carrous_el|1758|0|36|Kirchner|RT @AgenciaElVigia: El Tribunal Oral Federal 8, que tiene a cargo la causa Hotesur, autorizo este miercoles a Florencia Kirchner a permanec…|neutral
436|1113503790928408582|2019-04-03 18:09:26|tocopilla05|121|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
437|1113503765728985090|2019-04-03 18:09:20|luchogradin|945|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
438|1113503756086333440|2019-04-03 18:09:18|miguelferrucci|1003|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
439|1113503751371935745|2019-04-03 18:09:16|Man_cita|282|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
440|1113503725295894534|2019-04-03 18:09:10|monicarios1973|169|0|0|Kirchner|@pablodeo Como si no estuviera lo suficientemente indignada con que no puedo hacer la licenciatura en anti corrupcion y moral, pues #pobre , me entero que mi profesora iba a ser Cristina Fernandez de Kirchner. 😥😥😥|negative
441|1113503720363499520|2019-04-03 18:09:09|FGLM64|1719|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
442|1113503698397859840|2019-04-03 18:09:04|elgaucho12|215|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
443|1113503694857883649|2019-04-03 18:09:03|dsantoro59|77447|16|7|Kirchner|Otro Tribunal Oral autorizo a Florencia Kirchner a quedarse en Cuba hasta el 15 de abril, pero este jueves vence un plazo para su regreso - |neutral
444|1113503687119384577|2019-04-03 18:09:01|verdacarmen|146|0|241|Kirchner|RT @Gregoriodalbon: Cuneo Libarona reconoce la persecucion a Florencia Kirchner  via @NotiPortal|positive
445|1113503574405808129|2019-04-03 18:08:34|sabelbalbastro|183|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
446|1113503566503739392|2019-04-03 18:08:32|ella_leivanail|920|0|4|Kirchner|"RT @Revista_PRONTO: La Chipi defendio a Cristina Fernandez de Kirchner y Fernanda Iglesias le salio al cruce: ""Me distraigo viendo su rolex…"|neutral
447|1113503548942233602|2019-04-03 18:08:28|NAagencia|49512|0|0|Kirchner|#POLITICA. Florencia Kirchner recuso a uno de los jueces que tiene que resolver sobre su estadia en Cuba  |neutral
448|1113503546392100864|2019-04-03 18:08:28|chango019|59|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
449|1113503539773497344|2019-04-03 18:08:26|pcoccari|66|0|281|Kirchner|RT @Vivi_Cafferata: Saben lo que mas me duele que Cristina Kirchner tiene una hija discapacitada que no reconoce publicamente y que no se s…|negative
450|1113503538158743553|2019-04-03 18:08:26|ethan_kirchner|2210|0|377|Kirchner|RT @ScottHech: “She cant tell me if something bad happened. Dont know if she thinks we chose to abandon her. All I know is she came back po…|negative
451|1113503480822603777|2019-04-03 18:08:12|gvicenteprieto|609|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
452|1113503446706073601|2019-04-03 18:08:04|ANDATEMESSI|1089|0|1|Kirchner|RT @ANDATEMESSI: CHE ES POSTA Q EL ULTRA K ZAFFARONI Y SU GENTE Q ESTA EN LA JUSTICIA ESTA IMPIDIENDO QUE SE AVANCE EN LA CAUSA DOPING CONT…|neutral
453|1113503384919859206|2019-04-03 18:07:49|gagelp390|348|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
454|1113503349515739137|2019-04-03 18:07:41|ARZurro|3459|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
455|1113503329458577409|2019-04-03 18:07:36|PicarelMaria|1168|0|37|Kirchner|RT @AlfredoDarrigo: Ahora se estan pasando causas de un Tribunal Oral al otro.Jueces K,jugando este juego perverso.Casacion debera resolver…|neutral
456|1113503323812921344|2019-04-03 18:07:34|dionielvi3|20|0|924|Kirchner|RT @elcoya1977: OTRA MARAVILLOSA NOTICIA!!!    La JUSTICIA obligo a FLORENCIA KIRCHNER a volver el dia 4 de ABRIL.    De no retornar, pueden pe…|positive
457|1113503314421997574|2019-04-03 18:07:32|MatheusDVG|1212|0|199|Kirchner|RT @P_droMenezes: Procure dados da Venezuela chavista ou da Argentina de Kirchner e não encontrara boa parte dos mais importantes. Ambos ce…|neutral
458|1113503313323069442|2019-04-03 18:07:32|rosaguirre|792|0|49|Kirchner|RT @FernandezAnibal: |positive
459|1113503311846621190|2019-04-03 18:07:32|megabelissa|383|0|0|Kirchner|"La Chipi defendio a Cristina Fernandez de Kirchner y Fernanda Iglesias le salio al cruce: ""Me distraigo viendo su rolex""   via @Revista_PRONTO"|positive
460|1113503309766242305|2019-04-03 18:07:31|JavuRevol|281|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
461|1113503252509876229|2019-04-03 18:07:17|GernimoBlanco2|78|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
462|1113503251532587010|2019-04-03 18:07:17|DevastadorK|3283|0|136|Kirchner|"RT @FernandezAnibal: ""Imperdible: Dady Brieva deliro en vivo a Nicolas Wiñazki""  Durante un movil con TN, cuando el periodista le saco el te…"|positive
463|1113503216375930880|2019-04-03 18:07:09|kirchner_info|2342|0|0|Kirchner|@tracking_more meine Bestellung ist nicht angekommen sollte am21.3 geliefert werden ds die Lieferung nr bei keinem erscheind bin ich wohl betrogen worden.|neutral
464|1113503213494460418|2019-04-03 18:07:08|RadioTactica|1159|0|0|Kirchner|La Justicia rechazo el planteo de Florencia Kirchner para permanecer mas tiempo en Cuba |neutral
465|1113503213288816640|2019-04-03 18:07:08|Sybilla1201|2279|0|33|Kirchner|RT @Victori31014324: ¿Losteau Candidato?  Viernes 29 de febrero de 2008 Guillermo Moreno le presento a Nestor Kirchner la idea de imponer a…|negative
466|1113503198302670849|2019-04-03 18:07:05|BandaKirchner|2401|1|1|Kirchner|Policias condenados. Decision politica y fallo ejemplar. En Provincia. Nacion encubre Estado e instituciones dedicadas al delito. Complices. Lastima no avisaron a Kirchner y banda Anibal Fernandez Rousseau Corte Com Py y otros hace 12 años hubieramos evitado muchos males. |negative
467|1113503176907546630|2019-04-03 18:06:59|CassiniMarta|36|0|33|Kirchner|RT @Victori31014324: ¿Losteau Candidato?  Viernes 29 de febrero de 2008 Guillermo Moreno le presento a Nestor Kirchner la idea de imponer a…|negative
468|1113503110721363968|2019-04-03 18:06:44|Joselo24954019|19|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
469|1113503080824430592|2019-04-03 18:06:37|paugusnico|247|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
470|1113503067108933632|2019-04-03 18:06:33|karytadeRoso|1498|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
471|1113502997055705088|2019-04-03 18:06:17|cbeatrisgon|147|0|0|Kirchner|Floricienta cuando vuelve???  S/s ud es un servidor publico.  Tiene la obligacion de darme explicaciones.  Cuando regresa al pais flrorencia Kirchner?  Proveer de conformidad sera justicia.|positive
